,port_rets,port_vols,weights,sharpe_ratio
3173,6.58,9.72,[ 7.52518489 37.03195764 11.20853945  6.39260486 37.84171316],0.68
3174,6.22,8.59,[17.5660129  39.64239754  3.66869179  8.14688632 30.97601145],0.72
3175,6.71,10.58,[13.45391023 34.43392197 19.36926339  3.68336806 29.05953635],0.63
3176,6.96,11.64,[13.98716409 22.63476445 21.7722095  18.20027887 23.40558308],0.6
3177,7.06,12.98,[35.77996304  1.12195836 37.92310855 23.86935422  1.30561583],0.54
3178,6.78,10.99,[23.30791116 13.57512342 27.81954607 13.61226699 21.68515236],0.62
3179,6.11,8.17,[28.27009706 27.55169826  9.98919918  8.87105507 25.31795042],0.75
3180,6.68,11.23,[37.99338297  9.30458102 37.99921056  4.80863164  9.89419382],0.59
3181,6.8,11.2,[26.29209508 11.19327182 33.3238174   8.92055166 20.27026405],0.61
3182,6.78,11.25,[24.07239689 20.11405958 16.31119795 27.16081869 12.34152689],0.6
3183,7.03,13.08,[ 5.86613332 71.49917986  5.40465717  5.64659009 11.58343956],0.54
3184,7.62,15.34,[23.51090776  6.64474532 48.26218185 17.96324615  3.61891892],0.5
3185,6.27,9.62,[37.96618796 36.10395678 16.03467068  3.77803869  6.1171459 ],0.65
3186,6.01,7.52,[29.72870693 19.01767187 13.32442472  6.94526562 30.98393086],0.8
3187,6.88,11.71,[24.55972549 21.02677349 27.32494969 13.15832731 13.93022401],0.59
3188,5.32,5.32,[57.59606679  2.03232115  7.48757963 17.40711416 15.47691826],1.0
3189,7.09,12.59,[17.56915945 27.43804678 26.86379382 13.3868989  14.74210105],0.56
3190,7.04,11.83,[16.73240284  0.14799122 27.62533849 29.94610025 25.54816719],0.6
3191,7.15,13.1,[20.4979987  29.00393655 37.02869047  0.17947981 13.28989446],0.55
3192,6.87,11.17,[14.84727025 23.35269386 24.13954445 10.83706028 26.82343116],0.61
3193,6.76,10.78,[24.0253983   2.50190058 24.99051052 25.77359603 22.70859456],0.63
3194,7.28,12.8,[ 3.30908025 25.97769987 23.21674654 19.62453904 27.8719343 ],0.57
3195,6.78,10.79,[ 9.23213421 33.52276011  9.19274558 20.48432405 27.56803605],0.63
3196,7.13,12.17,[ 8.59363766 19.98455106 24.95501301 18.6606783  27.80611997],0.59
3197,6.25,9.56,[31.62886449 45.44309451  9.12711776  3.87650133  9.92442191],0.65
3198,6.21,8.2,[25.90989525 12.92318281 13.30714613 16.69903098 31.16074483],0.76
3199,5.87,6.87,[33.09270783 10.68155048  8.25278321 17.47138246 30.50157602],0.85
3200,8.12,17.21,[ 8.51211744  3.57547368 42.68094922 39.91406123  5.31739844],0.47
3201,7.68,15.1,[ 2.93242889 36.45339545 32.39627034 12.32114179 15.89676353],0.51
3202,7.57,14.63,[12.14890853 16.89180569 35.67267743 22.47961651 12.80699184],0.52
3203,7.64,15.46,[19.99706858 18.1336264  52.23103843  2.21751451  7.42075209],0.49
3204,6.77,10.72,[11.00807684 28.57474431  8.52358869 25.60149186 26.2920983 ],0.63
3205,7.59,14.68,[ 6.80527874 28.92387065 28.3451132  22.78185795 13.14387946],0.52
3206,6.09,7.85,[29.5051964  15.60949771 10.67757691 16.31691459 27.8908144 ],0.78
3207,7.59,15.45,[25.33893029 15.36407998 51.39739212  6.57166845  1.32792916],0.49
3208,6.66,10.65,[24.92404243 17.5403948  12.82167759 30.45974557 14.25413961],0.63
3209,6.73,10.98,[16.22574117 40.87615813 17.65050614  3.55499212 21.69260244],0.61
3210,7.08,12.77,[26.28718386 14.82368668 28.66723613 23.99541539  6.22647794],0.55
3211,6.66,10.05,[ 6.27475033 36.05554593 14.03635955  5.25378461 38.37955959],0.66
3212,6.32,8.81,[27.2510638  12.95468798 25.14532449  3.06036743 31.5885563 ],0.72
3213,7.3,12.74,[ 2.54404148 18.86013294 23.37011964 25.016206   30.20949994],0.57
3214,6.92,11.9,[21.53935357 28.76901006 28.45672472  5.47752447 15.75738718],0.58
3215,6.53,9.76,[25.88302041  8.78228837 26.5938827  11.16962516 27.57118336],0.67
3216,6.23,8.59,[27.69264044 22.45000003 12.12360602 13.24848293 24.48527058],0.73
3217,7.13,13.25,[19.2737281  41.04721036 20.01537901 16.28632471  3.37735782],0.54
3218,6.49,10.52,[33.6131606  32.46919544 11.24454886 19.98728852  2.68580658],0.62
3219,6.99,11.58,[10.79743695 19.07705628 18.2874559  25.59592306 26.24212781],0.6
3220,6.54,9.55,[20.44442481  0.89703218 12.48386229 36.46102215 29.71365856],0.68
3221,6.39,10.06,[28.25105566 38.36455702  0.47197871 25.97799795  6.93441065],0.64
3222,6.77,11.57,[37.23653172  3.6458831  27.99020075 27.53743221  3.58995222],0.59
3223,6.31,9.01,[30.57653055 15.16614454 26.65222083  0.67117611 26.93392797],0.7
3224,6.58,10.02,[26.3825036   7.10988527 28.27241202 11.86032654 26.37487256],0.66
3225,5.56,5.68,[35.55859791 18.1390157   6.97490269  3.8140166  35.51346709],0.98
3226,7.34,13.2,[ 7.63625675 18.96554146 26.61007984 23.96680392 22.82131803],0.56
3227,6.12,8.14,[28.51772928 18.12669823  3.12201149 26.85897319 23.37458781],0.75
3228,7.46,14.49,[ 7.86345613 41.61085487 12.9661898  32.93369198  4.62580721],0.51
3229,6.47,9.05,[15.32291462 10.75157705 10.63693949 26.89611148 36.39245736],0.72
3230,6.76,11.22,[23.74912451 24.44117588 13.35944136 27.52572928 10.92452898],0.6
3231,6.36,9.37,[28.46957419 11.95224266  1.74146207 42.37060881 15.46611227],0.68
3232,6.61,9.88,[16.04798464 12.14166684  7.77739137 35.61522771 28.41772944],0.67
3233,6.58,10.2,[22.64970217 27.60807004 15.76626889 13.9955747  19.98038421],0.64
3234,6.53,10.51,[31.39044389 27.44276024  9.64801814 26.40555305  5.11322468],0.62
3235,7.42,14.55,[16.13483814 41.4411823  29.64924984 10.0562413   2.71848842],0.51
3236,6.6,10.6,[29.30558469 25.90239362 27.26052423  1.64285615 15.88864131],0.62
3237,6.7,10.76,[25.56600684 16.27463935 20.20242308 21.54800638 16.40892435],0.62
3238,7.79,15.2,[ 5.09165209  3.93070973 38.73484752 31.5709736  20.67181706],0.51
3239,7.17,12.61,[ 3.71515577 30.30154336  7.07304171 37.89464981 21.01560936],0.57
3240,7.1,12.17,[13.63835113 12.61562502 36.66748051  7.49339523 29.58514811],0.58
3241,6.84,11.14,[19.50643762 14.38772142 21.23640057 23.41169624 21.45774415],0.61
3242,6.29,8.92,[22.07246152 34.53108219  9.47734767  7.70406717 26.21504145],0.7
3243,6.86,10.86,[ 1.92183658 32.84192731  5.75260809 25.37725619 34.10637184],0.63
3244,8.12,17.03,[ 0.96724822 19.97080324 36.54856078 33.28204447  9.23134329],0.48
3245,6.8,10.87,[17.68663401 15.98101125 19.66968048 22.29518993 24.36748433],0.63
3246,6.59,10.28,[27.12122579 17.67849619 25.68692145  8.85899487 20.6543617 ],0.64
3247,7.13,12.58,[21.63502743  3.36610103 38.40108547 16.65449077 19.9432953 ],0.57
3248,6.22,8.7,[24.59499724 27.03858613  0.05151477 26.72882139 21.58608047],0.71
3249,6.21,8.7,[27.93596528 31.44368155 13.68876531  3.5358719  23.39571595],0.71
3250,6.64,10.79,[29.14771478 24.3008542  25.52286538  7.18562707 13.84293857],0.62
3251,7.29,12.59,[ 3.60271554 11.20677202 33.68403216 14.96126079 36.54521949],0.58
3252,7.5,14.07,[ 6.89282702 16.30716527 23.02194819 37.34439215 16.43366737],0.53
3253,7.68,15.37,[ 8.64688161 31.22286008 24.77608935 30.9688548   4.38531415],0.5
3254,7.16,12.09,[ 1.42342642  6.56655482  7.01755502 53.97929845 31.01316529],0.59
3255,6.6,10.43,[31.5533111  10.30636115 23.24303609 20.55611177 14.34117989],0.63
3256,6.28,8.82,[20.97120998 27.63482086  0.53328659 25.83624849 25.02443408],0.71
3257,7.28,13.27,[13.11876535 20.82920538 23.68171155 27.99677507 14.37354265],0.55
3258,7.03,12.34,[23.39970601 13.91696286 26.5753947  24.63882866 11.46910778],0.57
3259,7.02,12.42,[19.65172103 23.70516782 11.50918006 38.26462711  6.86930398],0.56
3260,6.52,9.78,[22.7451871  15.34948533  9.28736519 31.11286645 21.50509593],0.67
3261,6.47,9.36,[25.22013788  0.12065033 34.20164577  3.00399744 37.45356858],0.69
3262,6.85,11.41,[10.98213448 33.53287067  1.65244124 35.54300951 18.2895441 ],0.6
3263,6.7,10.62,[22.63826989 18.65139194 21.13016986 16.73417282 20.84599549],0.63
3264,7.32,13.94,[18.02182838 34.00792067 30.67372736 11.21287306  6.08365053],0.52
3265,7.08,12.25,[12.67444815 27.36297644 28.32263056  8.18175662 23.45818823],0.58
3266,7.58,14.23,[ 1.47949429 21.71705914 25.58815224 29.34627211 21.86902222],0.53
3267,7.4,14.28,[21.27016016 18.85990141 27.79575073 31.46125977  0.61292792],0.52
3268,7.98,16.24,[ 4.22718033  3.18381347 34.69811573 45.08543898 12.80545149],0.49
3269,7.19,13.32,[26.48846768 13.78749835 32.75177783 22.48430905  4.48794709],0.54
3270,6.64,10.16,[16.3093033  23.44102451 11.0471911  23.39480507 25.80767602],0.65
3271,6.79,9.96,[ 2.5436309   1.78907297 10.34289443 39.02301188 46.30138983],0.68
3272,7.24,12.93,[ 6.99637028 23.73390305 10.95093106 40.73409662 17.58469898],0.56
3273,6.2,8.47,[30.12438118 19.53354181 14.72979906 11.425756   24.18652194],0.73
3274,5.82,5.6,[ 5.65212788 12.8750186   1.95531363  9.60259874 69.91494115],1.04
3275,8.15,17.7,[ 6.98225975 31.808536   44.74905974 16.03526521  0.42487929],0.46
3276,5.78,6.26,[28.55545792 12.80225507  8.33587254 10.12491206 40.18150241],0.92
3277,7.64,14.2,[ 0.7947701   1.31828213 29.04400241 40.85806487 27.98488049],0.54
3278,7.67,14.97,[ 8.7907416  15.1404885  31.75598047 31.68461376 12.62817567],0.51
3279,6.6,10.19,[12.02217791 39.9149122   6.78760716 14.21766896 27.05763377],0.65
3280,6.6,10.35,[24.2124892  26.31171923 17.52927494 13.79375217 18.15276446],0.64
3281,6.84,11.05,[12.74128491 28.3296606  23.21395382  6.65310908 29.06199159],0.62
3282,6.64,10.27,[22.97461729 13.84173904 21.83005868 17.45393241 23.89965258],0.65
3283,7.11,12.36,[16.99865974 13.03218373 28.74187676 21.34699058 19.88028919],0.57
3284,7.01,12.38,[27.60042285  7.65013472 27.3554895  29.47590962  7.91804331],0.57
3285,6.77,10.89,[22.59402644  6.36031318 18.79557757 32.38161777 19.86846504],0.62
3286,7.08,11.3,[ 1.03344539  4.29442078 23.78225335 26.43556882 44.45431167],0.63
3287,6.15,7.99,[19.57206351 26.69533086  4.37182318 15.16925396 34.1915285 ],0.77
3288,6.81,11.12,[24.23140006  4.33786987 40.64188465  2.00146506 28.78738036],0.61
3289,6.92,11.21,[15.04161941  9.0978849  32.92016553  9.79614278 33.14418738],0.62
3290,6.32,9.44,[32.39372014 27.79014698 10.55121214 17.51575    11.74917075],0.67
3291,6.7,10.65,[20.4795331  23.25896358 19.28303854 15.39428159 21.58418319],0.63
3292,6.82,10.3,[ 1.82312715 18.54347919  9.3735727  28.85099305 41.40882791],0.66
3293,6.78,11.44,[27.49130491 26.251028   24.5963175  11.23886377 10.42248583],0.59
3294,7.63,14.53,[ 1.68989643 25.21570426 31.59366792 19.36087602 22.13985537],0.53
3295,7.1,11.96,[ 8.85520763  3.01651138 14.6238896  46.40838608 27.09600531],0.59
3296,6.62,10.52,[11.08798121 44.5309672   0.71064509 20.72870221 22.94170429],0.63
3297,6.9,11.33,[17.49420429 15.10346612 25.62947454 17.22248845 24.55036659],0.61
3298,6.57,10.71,[37.23163645 15.34463614 17.74840434 27.20302658  2.4722965 ],0.61
3299,6.45,9.38,[24.79097777 10.95785746 15.17633392 23.83681502 25.23801583],0.69
3300,5.28,5.95,[56.75423048 36.79792654  0.22888231  1.21997142  4.99898926],0.89
3301,6.72,11.35,[31.98628269 23.91989425 24.75961844 13.05691466  6.27728996],0.59
3302,6.19,8.54,[29.68333392 18.17882926  5.42355127 26.60836034 20.10592521],0.73
3303,6.94,12.5,[28.72240416 33.02741387 32.16369464  1.07081852  5.01566881],0.56
3304,6.92,12.25,[34.60763678  6.27319904 31.69277069 24.05442242  3.37197107],0.57
3305,6.84,10.49,[11.07022443  1.75350581 30.66047149 13.71563369 42.80016458],0.65
3306,5.37,5.67,[51.11089231 24.62881779  5.89111332  1.78148487 16.5876917 ],0.95
3307,6.89,11.33,[13.02439486 21.60767378 10.14007288 33.77968161 21.44817686],0.61
3308,7.22,12.47,[ 2.10911741 25.42356335 16.60025366 27.45434885 28.41271673],0.58
3309,7.18,12.77,[15.656977   16.8075273  27.25448546 23.04662636 17.23438388],0.56
3310,6.5,9.5,[24.03738828  6.42640965 16.4203617  26.46853145 26.64730891],0.68
3311,8.18,17.79,[ 9.10000367 22.30948294 51.11627001 15.25265507  2.2215883 ],0.46
3312,6.11,8.33,[29.5863991  25.19683179  0.88183738 25.35322708 18.98170466],0.73
3313,6.89,11.79,[28.34590881  5.11990462 44.38812282  0.68522838 21.46083536],0.58
3314,7.04,12.35,[24.08612995  7.86937128 27.46063158 28.50684735 12.07701985],0.57
3315,6.58,10.21,[21.27297457 27.01396172  9.91834065 22.92471808 18.87000498],0.64
3316,6.07,7.75,[23.88267946 24.34219575  3.46860469 17.47003049 30.83648961],0.78
3317,7.7,15.85,[10.13185037 46.98416889 34.37984919  6.00127797  2.50285359],0.49
3318,6.12,7.84,[30.40672415  1.62523682 18.31993079 16.5747228  33.07338544],0.78
3319,7.56,14.95,[11.62502292 35.21646738 27.50778424 21.01950322  4.63122225],0.51
3320,6.68,10.01,[ 8.77301884  7.38268416  2.07910218 47.13726859 34.62792624],0.67
3321,5.86,6.95,[37.07830338  6.63232534 20.40385062  3.28144559 32.60407507],0.84
3322,5.98,7.35,[31.31797866 10.80076329  8.17438792 20.7481205  28.95874962],0.81
3323,7.04,12.86,[28.74213148 24.73189283 26.11985429 20.31420784  0.09191357],0.55
3324,6.93,10.93,[ 5.88446425  7.15198459 11.69517886 39.86563415 35.40273815],0.63
3325,6.62,10.13,[24.96782966  5.73974319 29.24627967 12.07300856 27.97313893],0.65
3326,6.54,9.82,[20.58959137 23.77787399 15.94030541 14.12161672 25.57061251],0.67
3327,5.61,6.31,[38.87974615 26.25575394  0.8111873  11.02240669 23.03090593],0.89
3328,7.09,12.18,[15.10202873 11.68112291 27.00107051 23.62678998 22.58898788],0.58
3329,6.68,10.5,[20.51528961 21.58941439 20.35491883 14.24843042 23.29194675],0.64
3330,6.77,10.95,[21.6642902  18.50754734 19.93872851 20.8490197  19.04041425],0.62
3331,7.18,12.17,[ 0.58969495 29.20610278 24.39547894 10.22301031 35.58571303],0.59
3332,6.83,11.41,[20.10249508 29.4091138  24.17275473  7.80824097 18.50739542],0.6
3333,6.84,10.23,[ 5.04313719  4.84198779 25.77361746 16.02974398 48.31151359],0.67
3334,6.62,10.27,[23.99570871  8.74491146 10.85014624 37.87799002 18.53124357],0.64
3335,6.47,9.87,[27.07298708 26.92743451 23.55742791  0.89496523 21.54718526],0.66
3336,6.8,11.16,[19.21118138 26.41476196 20.01601652 14.95384587 19.40419427],0.61
3337,5.61,5.91,[26.10615396 30.76054191  0.30972213  1.85858674 40.96499525],0.95
3338,8.43,18.92,[ 8.92371369  9.04956016 57.96349729 23.59762432  0.46560454],0.45
3339,7.01,12.34,[18.27160126 31.0237902  15.98328186 24.79072723  9.93059946],0.57
3340,6.8,11.66,[31.76751641 18.8945401  26.95396598 16.19219192  6.19178559],0.58
3341,7.03,12.48,[20.26079224 25.90936135 15.92500242 30.57868137  7.32616262],0.56
3342,6.95,12.26,[21.86099428 34.17874423 18.32018086 18.5468684   7.09321223],0.57
3343,6.56,9.9,[23.55385904 16.41733124 20.07345837 15.37868938 24.57666197],0.66
3344,6.66,10.15,[16.74927259 20.13348871 18.36077672 15.45044945 29.30601253],0.66
3345,6.59,10.68,[35.15654666 13.67323351 33.69658548  3.62581602 13.84781833],0.62
3346,8.0,16.64,[10.21336957  4.02948476 40.96713449 38.5417187   6.24829247],0.48
3347,6.27,8.75,[26.48063969 22.82042426 12.47258629 13.36091496 24.8654348 ],0.72
3348,6.77,10.69,[16.9822325  16.68546622 22.95165162 15.36962226 28.0110274 ],0.63
3349,6.05,7.38,[24.04823138 11.7742127   6.78950784 20.98755892 36.40048916],0.82
3350,6.4,9.23,[29.75143082  2.33508874 19.00562523 24.90951881 23.99833639],0.69
3351,6.66,10.26,[23.62223374  7.36713562 27.24914555 14.6080925  27.15339259],0.65
3352,7.53,14.19,[ 9.93155152  8.67132322 31.56649098 32.24913568 17.5814986 ],0.53
3353,6.88,11.56,[17.85528937 26.13152603 13.90181783 26.72684446 15.38452232],0.6
3354,6.91,11.6,[20.04469417 19.57575587 22.3796114  20.56778866 17.4321499 ],0.6
3355,6.83,11.24,[20.15597524 21.000384   22.52530387 16.62738485 19.69095204],0.61
3356,6.82,11.14,[24.94477967  4.6552831  28.4623934  21.37383957 20.56370427],0.61
3357,6.15,8.47,[26.97479352 34.62254102 11.74081876  1.62465694 25.03718977],0.73
3358,6.53,10.93,[44.90264746 15.31204001 36.80781064  0.27291441  2.70458748],0.6
3359,8.28,17.69,[ 2.06316947  4.22030682 57.07974767 19.61324547 17.02353057],0.47
3360,6.56,10.2,[26.3677333  18.25220308 10.5729245  30.24355686 14.56358226],0.64
3361,7.1,12.07,[ 1.45015761 32.89157308  8.02774475 30.38721147 27.24331309],0.59
3362,6.29,7.91,[ 6.53704215 24.03248646 13.00108631  1.98430896 54.44507612],0.79
3363,7.7,14.88,[ 1.19631448 25.89318672 42.18656281  4.76933997 25.95459603],0.52
3364,6.82,11.64,[24.97054124 30.18697587 22.48320107 12.01731865 10.34196317],0.59
3365,6.71,11.26,[33.09262359 18.34299425 19.4167584  25.41059893  3.73702484],0.6
3366,7.22,13.2,[15.24418076 27.93898027 21.31691554 25.15832965 10.34159377],0.55
3367,6.83,10.83,[16.63075301  9.28994206 21.98148849 24.0602267  28.03758975],0.63
3368,6.69,11.15,[23.82685093 40.41768554 19.86811738  2.99429474 12.89305141],0.6
3369,7.0,12.23,[25.66319367  9.66679965 35.13279091 14.57548712 14.96172864],0.57
3370,7.43,13.39,[ 1.96602889 18.97495482 24.51569099 27.6384831  26.9048422 ],0.55
3371,6.75,11.16,[25.21283888 22.57592818 17.72242983 22.52660708 11.96219603],0.61
3372,7.19,13.2,[11.29370956 45.14966384 24.67492663  4.04544696 14.836253  ],0.54
3373,6.62,10.69,[28.03989616 19.3575607  10.21594387 33.32613537  9.0604639 ],0.62
3374,5.81,6.73,[35.95309356 12.81096414 10.15249953 12.23513369 28.84830908],0.86
3375,6.6,9.97,[22.12953942 13.43341829 22.74864267 14.12363203 27.56476759],0.66
3376,7.49,13.59,[ 0.19911299 18.08420899 25.56117387 27.90843576 28.24706839],0.55
3377,6.81,11.55,[23.92772472 30.81060377 21.36610952 12.38644626 11.50911573],0.59
3378,6.11,7.84,[30.95015341  6.1933394  18.1857441  13.14454515 31.52621794],0.78
3379,6.49,10.03,[31.16149566 20.8346498  23.19075168  8.72443675 16.08866611],0.65
3380,7.22,12.86,[10.18934262 25.5002684  20.29682007 25.79092598 18.22264294],0.56
3381,7.13,12.34,[ 5.93131427 28.27363292 12.71048703 30.2077311  22.87683468],0.58
3382,7.71,15.48,[ 3.76249342 33.18392973 13.63947162 45.36191604  4.0521892 ],0.5
3383,7.43,13.87,[ 4.49098517 13.059923    6.91148999 60.96816031 14.56944154],0.54
3384,7.1,12.7,[23.54818536 14.97804866 30.44882732 20.3612231  10.66371556],0.56
3385,7.0,11.92,[20.13789056  8.53632921 31.51418218 18.21067925 21.6009188 ],0.59
3386,6.34,8.62,[20.40699508 13.01405133 11.13343959 22.00630237 33.43921163],0.74
3387,6.76,10.71,[16.40442035 22.20045437 29.17821308  0.82634338 31.39056882],0.63
3388,7.0,12.28,[26.54713859  8.61083393 26.61382912 28.97370029  9.25449807],0.57
3389,7.09,12.64,[20.54568066 22.39345605 23.77798509 23.25586779 10.02701041],0.56
3390,6.37,9.33,[30.16005046 18.15062425 17.16611662 15.12584369 19.39736499],0.68
3391,6.37,8.9,[25.67018658  6.59809512 19.54284227 17.66771909 30.52115694],0.72
3392,7.04,11.35,[ 5.18295696  5.57738277 21.42577431 29.8488384  37.96504755],0.62
3393,6.09,8.46,[35.28439561 30.05598279 11.50090858  7.44066288 15.71805014],0.72
3394,7.71,15.62,[18.17966028 13.00439962 42.92736928 22.1981098   3.69046102],0.49
3395,7.46,13.97,[ 2.46411953 34.42866049 16.66286705 29.73214453 16.7122084 ],0.53
3396,6.69,9.47,[ 1.64142018  0.20881421  7.13351524 41.22563092 49.79061945],0.71
3397,7.25,12.78,[10.62016516 12.9577213  35.54107657 12.94602047 27.93501648],0.57
3398,6.04,6.97,[15.02958038  3.58963938  0.09241449 32.56441561 48.72395014],0.87
3399,6.89,11.09,[16.11759498  8.14291623 27.46083231 18.43231167 29.8463448 ],0.62
3400,7.83,15.63,[ 8.29566201  6.32670548 38.25434615 33.66521755 13.45806881],0.5
3401,6.4,9.14,[15.37792026 28.30470953  1.142557   25.80702663 29.36778657],0.7
3402,6.97,11.67,[17.41802222 11.91059557 27.45151327 19.50000101 23.71986792],0.6
3403,7.14,12.81,[17.88339271 24.88438251 23.30950304 22.58200609 11.34071564],0.56
3404,7.43,14.35,[20.51003921 18.50012072 35.97273242 19.81727632  5.19983133],0.52
3405,7.28,13.73,[14.53644435 38.8270569  20.80484408 19.83048609  6.00116858],0.53
3406,6.84,11.72,[25.61955456 29.17012853 31.09539213  0.23601278 13.878912  ],0.58
3407,6.07,8.18,[31.13558223 31.68237266 10.89348916  4.1091648  22.17939116],0.74
3408,6.84,11.38,[14.94458153 25.13913832  4.96397878 38.60243293 16.34986845],0.6
3409,6.42,10.13,[35.00001896 19.80136681  4.20365831 38.45433307  2.54062285],0.63
3410,7.27,12.89,[ 3.48653379 26.53240085 16.11311821 30.21471104 23.65323609],0.56
3411,7.56,14.05,[ 7.06863955  0.46009767 40.33066477 24.3257366  27.81486142],0.54
3412,6.36,9.03,[20.88342051 27.69645605 14.65287743  6.85326751 29.9139785 ],0.7
3413,6.38,8.65,[ 6.04062132 33.26131464  4.53486649 11.5932339  44.56996365],0.74
