Date,Mkt-RF,SMB,HML,RF,Mkt
20080603,-0.0046,0.0029,0.0002,0.00008,-0.00452
20080604,0.0002,0.0066,-0.0063,0.00008,0.00028
20080605,0.0195,0.0036,-0.0017,0.00008,0.01958
20080606,-0.029,0.0016,-0.0008,0.00008,-0.02892
20080609,-0.0003,-0.0051,-0.0045,0.00008,-0.00022
20080610,-0.0031,-0.0002,-0.0015,0.00008,-0.00302
20080611,-0.0166,-0.0016,-0.0006,0.00008,-0.01652
20080612,0.0031,-0.0003,0.0007,0.00008,0.00318
20080613,0.0155,0.0032,-0.0044,0.00008,0.01558
20080616,0.0015,0.0085,-0.0009,0.00008,0.00158
20080617,-0.0055,0.0013,-0.0027,0.00008,-0.00542
20080618,-0.0096,0.0019,0.0017,0.00008,-0.00952
20080619,0.0034,0.0055,-0.006,0.00008,0.00348
20080620,-0.0179,0.0028,0.0015,0.00008,-0.01782
20080623,-0.0016,-0.0062,-0.0033,0.00008,-0.00152
20080624,-0.0054,-0.012,0.0033,0.00008,-0.00532
20080625,0.0064,0.0038,-0.004,0.00008,0.00648
20080626,-0.0283,0.0054,0.0012,0.00008,-0.02822
20080627,-0.0037,0.0023,-0.0051,0.00008,-0.00362
20080630,-0.0007,-0.012,0.0018,0.00008,-0.00062
20080701,0.0029,-0.0043,0.0031,0.00007,0.00297
20080702,-0.02,-0.0089,0.0017,0.00007,-0.01993
20080703,-0.0015,-0.0063,-0.0025,0.00007,-0.00143
20080707,-0.0081,0.0018,-0.0126,0.00007,-0.00803
20080708,0.0184,0.01,0.0231,0.00007,0.01847
20080709,-0.0206,-0.0007,-0.0138,0.00007,-0.02053
20080710,0.0065,-0.0004,-0.0118,0.00007,0.00657
20080711,-0.0088,0.0155,-0.011,0.00007,-0.00873
20080714,-0.0093,-0.0008,-0.0246,0.00007,-0.00923
20080715,-0.0096,0.0121,-0.0123,0.00007,-0.00953
20080716,0.0252,0.0002,0.0474,0.00007,0.02527
20080717,0.0112,-0.0013,0.0407,0.00007,0.01127
20080718,-0.0008,-0.0081,0.0105,0.00007,-0.00073
20080721,0.0016,0.0033,-0.0053,0.00007,0.00167
20080722,0.0137,0.0095,0.0305,0.00007,0.01377
20080723,0.0032,0.0007,0.0147,0.00007,0.00327
20080724,-0.0231,0.0055,-0.0286,0.00007,-0.02303
20080725,0.0047,0.0092,-0.0097,0.00007,0.00477
20080728,-0.0176,0.0004,-0.0138,0.00007,-0.01753
20080729,0.0227,-0.0038,0.0328,0.00007,0.02277
20080730,0.0158,-0.0142,-0.0009,0.00007,0.01587
20080731,-0.0116,0.0057,0.004,0.00007,-0.01153
20080801,-0.0047,0.0063,0.0093,0.00006,-0.00464
20080804,-0.0109,-0.0016,0.0033,0.00006,-0.01084
20080805,0.0265,-0.0057,0.0168,0.00006,0.02656
20080806,0.005,0.0053,-0.0107,0.00006,0.00506
20080807,-0.0173,0.0065,-0.0175,0.00006,-0.01724
20080808,0.0228,0.0065,0.0124,0.00006,0.02286
20080811,0.0083,0.0139,0.0115,0.00006,0.00836
20080812,-0.0105,0.011,-0.0206,0.00006,-0.01044
20080813,-0.0015,0.0075,-0.0191,0.00006,-0.00144
20080814,0.0063,0.0007,0.0128,0.00006,0.00636
20080815,0.0038,-0.0039,0.0102,0.00006,0.00386
20080818,-0.0145,0.0029,-0.0096,0.00006,-0.01444
20080819,-0.01,-0.0058,-0.0116,0.00006,-0.00994
20080820,0.0054,-0.007,0.0002,0.00006,0.00546
20080821,0.0012,-0.0094,-0.0041,0.00006,0.00126
20080822,0.0114,0.0046,0.0102,0.00006,0.01146
20080825,-0.0192,-0.0012,-0.0055,0.00006,-0.01914
20080826,0.0033,-0.0021,0.002,0.00006,0.00336
20080827,0.0088,0.0021,0.004,0.00006,0.00886
20080828,0.0151,0.0012,0.0179,0.00006,0.01516
20080829,-0.0125,0.002,0.0062,0.00006,-0.01244
20080902,-0.0044,0.0032,0.0192,0.00007,-0.00433
20080903,-0.0023,0.0051,0.0154,0.00007,-0.00223
20080904,-0.029,0.0024,-0.0051,0.00007,-0.02893
20080905,0.0042,-0.0088,0.0158,0.00007,0.00427
20080908,0.0176,-0.0055,0.0212,0.00007,0.01767
20080909,-0.0341,0.007,-0.0085,0.00007,-0.03403
20080910,0.007,0.004,-0.0074,0.00007,0.00707
20080911,0.0122,-0.0092,0.0012,0.00007,0.01227
20080912,0.0029,-0.0025,-0.0013,0.00007,0.00297
20080915,-0.0445,0.0153,-0.0232,0.00007,-0.04443
20080916,0.0165,0.0017,0.0204,0.00007,0.01657
20080917,-0.046,0.0062,-0.0219,0.00007,-0.04593
20080918,0.0441,0.0103,0.0487,0.00007,0.04417
20080919,0.0427,-0.022,0.0394,0.00007,0.04277
20080922,-0.0394,0.0046,-0.0341,0.00007,-0.03933
20080923,-0.0155,0.001,0.0017,0.00007,-0.01543
20080924,-0.0032,-0.0109,-0.0078,0.00007,-0.00313
20080925,0.017,-0.0116,0.0064,0.00007,0.01707
20080926,0.0011,-0.0098,0.0106,0.00007,0.00117
20080929,-0.0826,0.0359,-0.0407,0.00007,-0.08253
20080930,0.0488,-0.0379,0.03,0.00007,0.04887
20081001,-0.0047,-0.0097,0.0304,0.00004,-0.00466
20081002,-0.042,-0.0064,0.0071,0.00004,-0.04196
20081003,-0.0147,-0.0078,-0.0122,0.00004,-0.01466
20081006,-0.0395,-0.0004,0.0038,0.00004,-0.03946
20081007,-0.0576,0.0111,-0.0355,0.00004,-0.05756
20081008,-0.0127,-0.0017,-0.0232,0.00004,-0.01266
20081009,-0.0735,-0.0022,-0.026,0.00004,-0.07346
20081010,-0.0095,0.038,0.0315,0.00004,-0.00946
20081013,0.1135,-0.0251,-0.02,0.00004,0.11354
20081014,-0.0086,-0.0308,0.0458,0.00004,-0.00856
20081015,-0.0878,0.0025,0.008,0.00004,-0.08776
20081016,0.0432,0.0224,-0.0139,0.00004,0.04324
20081017,-0.0041,-0.0081,-0.0091,0.00004,-0.00406
20081020,0.0455,-0.0124,-0.0084,0.00004,0.04554
20081021,-0.0295,0.0003,0.0046,0.00004,-0.02946
20081022,-0.0576,0.009,0.0004,0.00004,-0.05756
20081023,0.0029,-0.0334,-0.0085,0.00004,0.00294
20081024,-0.0328,-0.0009,-0.005,0.00004,-0.03276
20081027,-0.0336,-0.0088,0.0031,0.00004,-0.03356
20081028,0.0977,-0.0377,0.0051,0.00004,0.09774
20081029,-0.0047,0.0282,-0.0127,0.00004,-0.00466
20081030,0.0299,0.0202,-0.0054,0.00004,0.02994
20081031,0.0188,0.0212,0.0209,0.00004,0.01884
20081103,-0.0005,0.0015,0.0053,0.00001,-0.00049
20081104,0.0357,-0.0259,0.0021,0.00001,0.03571
20081105,-0.0505,0.0024,-0.0158,0.00001,-0.05049
20081106,-0.0483,0.0153,-0.0036,0.00001,-0.04829
20081107,0.0262,-0.0111,-0.0074,0.00001,0.02621
20081110,-0.0132,-0.007,-0.0208,0.00001,-0.01319
20081111,-0.0225,0.0008,0.0002,0.00001,-0.02249
20081112,-0.0514,-0.0047,-0.0116,0.00001,-0.05139
20081113,0.0679,0.0078,0.0004,0.00001,0.06791
20081114,-0.0427,-0.023,-0.0011,0.00001,-0.04269
20081117,-0.0243,0.0189,-0.0174,0.00001,-0.02429
20081118,0.007,-0.0126,-0.0068,0.00001,0.00701
20081119,-0.0629,0,-0.0304,0.00001,-0.06289
20081120,-0.066,0.0176,-0.0254,0.00001,-0.06599
20081121,0.0611,-0.0115,-0.0219,0.00001,0.06111
20081124,0.0627,-0.0147,0.0489,0.00001,0.06271
20081125,0.0094,0,0.0215,0.00001,0.00941
20081126,0.0388,0.0166,0.003,0.00001,0.03881
20081128,0.0106,-0.0057,0.0177,0.00001,0.01061
20081201,-0.0895,-0.0071,-0.038,0,-0.0895
20081202,0.0397,0.0068,0.025,0,0.0397
20081203,0.0263,-0.0022,0.0154,0,0.0263
20081204,-0.029,-0.0008,0.0121,0,-0.029
20081205,0.0375,0.0008,0.019,0,0.0375
20081208,0.038,-0.003,0.0017,0,0.038
20081209,-0.0223,-0.0059,-0.0115,0,-0.0223
20081210,0.012,0.0104,-0.0088,0,0.012
20081211,-0.0293,-0.012,-0.0223,0,-0.0293
20081212,0.0096,0.023,0.0074,0,0.0096
20081215,-0.0154,-0.0122,-0.0136,0,-0.0154
20081216,0.0514,-0.0022,0.0259,0,0.0514
20081217,-0.0062,0.0172,-0.0054,0,-0.0062
20081218,-0.0183,0.0082,-0.0016,0,-0.0183
20081219,0.0035,0.0084,-0.0018,0,0.0035
20081222,-0.0187,-0.0002,-0.0085,0,-0.0187
20081223,-0.0089,-0.001,-0.007,0,-0.0089
20081224,0.0051,-0.0034,0.0064,0,0.0051
20081226,0.0063,0.0058,0.0005,0,0.0063
20081229,-0.0056,-0.0149,0,0,-0.0056
20081230,0.0247,0.0055,0.0104,0,0.0247
20081231,0.017,0.0154,0.0082,0,0.017
20090102,0.0311,-0.0127,-0.0044,0,0.0311
20090105,-0.0028,0.0069,-0.0116,0,-0.0028
20090106,0.0087,0.0101,0.0088,0,0.0087
20090107,-0.0296,0.0034,-0.0115,0,-0.0296
20090108,0.0047,0.0072,0.0043,0,0.0047
20090109,-0.0221,-0.0135,-0.0129,0,-0.0221
20090112,-0.0228,0.0039,-0.0198,0,-0.0228
20090113,0.0028,0.0031,0.0044,0,0.0028
20090114,-0.0338,-0.0053,-0.0131,0,-0.0338
20090115,0.0039,0.0232,-0.0235,0,0.0039
20090116,0.0074,0.0047,-0.0107,0,0.0074
20090120,-0.0534,0.0024,-0.042,0,-0.0534
20090121,0.0421,-0.0132,0.0289,0,0.0421
20090122,-0.0162,-0.0097,-0.0186,0,-0.0162
20090123,0.0044,-0.0065,0.0112,0,0.0044
20090126,0.0054,0.0077,-0.0069,0,0.0054
20090127,0.0108,-0.0039,0.0032,0,0.0108
20090128,0.0332,-0.0072,0.0288,0,0.0332
20090129,-0.0323,-0.0016,-0.0219,0,-0.0323
20090130,-0.0216,0.002,-0.012,0,-0.0216
20090202,0.0006,0.0126,-0.0038,0.00001,0.00061
20090203,0.0146,-0.0012,-0.0246,0.00001,0.01461
20090204,-0.006,-0.0022,-0.0036,0.00001,-0.00599
20090205,0.0161,0.0015,-0.0013,0.00001,0.01611
20090206,0.0279,-0.0013,0.0247,0.00001,0.02791
20090209,0.0003,-0.0084,0.0006,0.00001,0.00031
20090210,-0.0462,0.0112,-0.0286,0.00001,-0.04619
20090211,0.0075,-0.0081,0.0124,0.00001,0.00751
20090212,0.003,0.0035,-0.0053,0.00001,0.00301
20090213,-0.0085,0.0097,-0.0148,0.00001,-0.00849
20090217,-0.0436,0.0107,-0.0241,0.00001,-0.04359
20090218,-0.0033,-0.0084,-0.0076,0.00001,-0.00329
20090219,-0.0115,-0.0001,-0.0202,0.00001,-0.01149
20090220,-0.0116,-0.0011,-0.0095,0.00001,-0.01159
20090223,-0.0343,-0.0058,0.0077,0.00001,-0.03429
20090224,0.04,-0.0103,0.0308,0.00001,0.04001
20090225,-0.0115,-0.0157,0.0034,0.00001,-0.01149
20090226,-0.0153,-0.0052,0.0135,0.00001,-0.01529
20090227,-0.0201,0.0186,-0.0213,0.00001,-0.02009
20090302,-0.0475,-0.0028,-0.0036,0.00001,-0.04749
20090303,-0.0071,-0.0071,-0.0232,0.00001,-0.00709
20090304,0.0242,0.0054,-0.0095,0.00001,0.02421
20090305,-0.0421,-0.0043,-0.0322,0.00001,-0.04209
20090306,0.002,0.0043,-0.0062,0.00001,0.00201
20090309,-0.0109,-0.0092,0.0017,0.00001,-0.01089
20090310,0.0635,-0.0093,0.0433,0.00001,0.06351
20090311,0.003,-0.0058,0.0054,0.00001,0.00301
20090312,0.0416,0.0112,0.027,0.00001,0.04161
20090313,0.0074,0.0022,0.0051,0.00001,0.00741
20090316,-0.0055,-0.0099,0.0035,0.00001,-0.00549
20090317,0.032,0.0064,0.016,0.00001,0.03201
20090318,0.0218,0,0.0406,0.00001,0.02181
20090319,-0.0103,0.0114,-0.0271,0.00001,-0.01029
20090320,-0.0195,-0.0034,-0.0089,0.00001,-0.01949
20090323,0.0689,-0.008,0.0437,0.00001,0.06891
20090324,-0.0193,-0.0106,-0.0177,0.00001,-0.01929
20090325,0.0094,0.0094,0.0143,0.00001,0.00941
20090326,0.0268,0.0195,-0.0008,0.00001,0.02681
20090327,-0.0206,-0.0138,0.0018,0.00001,-0.02059
20090330,-0.0347,0.0184,-0.0392,0.00001,-0.03469
20090331,0.0129,-0.0064,0.0182,0.00001,0.01291
20090401,0.0165,-0.0051,0.0164,0.00001,0.01651
20090402,0.0307,0.02,0.0052,0.00001,0.03071
20090403,0.0102,-0.0015,0.0094,0.00001,0.01021
20090406,-0.0093,-0.0053,-0.0083,0.00001,-0.00929
20090407,-0.0242,-0.0078,-0.0014,0.00001,-0.02419
20090408,0.0128,0.0112,0.0005,0.00001,0.01281
20090409,0.0391,0.0022,0.0461,0.00001,0.03911
20090413,0.0026,-0.0099,0.0235,0.00001,0.00261
20090414,-0.0202,0.0006,-0.0304,0.00001,-0.02019
20090415,0.0112,-0.0021,0.0238,0.00001,0.01121
20090416,0.0169,0.0131,0.0007,0.00001,0.01691
20090417,0.0055,0.0082,0.0035,0.00001,0.00551
20090420,-0.0432,0.0019,-0.0438,0.00001,-0.04319
20090421,0.0219,0.0075,0.0314,0.00001,0.02191
20090422,-0.0061,0.0159,-0.012,0.00001,-0.00609
20090423,0.0066,-0.019,0.0024,0.00001,0.00661
20090424,0.0177,0.0085,0.0009,0.00001,0.01771
20090427,-0.0095,-0.0036,-0.0179,0.00001,-0.00949
20090428,-0.0021,0.0091,0.0013,0.00001,-0.00209
20090429,0.0241,0.0077,0.0128,0.00001,0.02411
20090430,-0.0004,-0.0029,-0.0067,0.00001,-0.00039
20090501,0.0045,-0.0048,-0.0022,0,0.0045
20090504,0.0336,-0.0049,0.0317,0,0.0336
20090505,-0.0027,0.0019,-0.0023,0,-0.0027
20090506,0.0145,-0.0214,0.0261,0,0.0145
20090507,-0.0142,-0.007,-0.0089,0,-0.0142
20090508,0.0248,0.0011,0.0305,0,0.0248
20090511,-0.0201,0.0131,-0.0248,0,-0.0201
20090512,-0.0031,-0.0088,-0.015,0,-0.0031
20090513,-0.0291,-0.0149,-0.0155,0,-0.0291
20090514,0.0111,0.0047,0.0103,0,0.0111
20090515,-0.0102,0.0063,-0.0119,0,-0.0102
20090518,0.0313,0.0025,0.0211,0,0.0313
20090519,-0.0005,0.0028,-0.0137,0,-0.0005
20090520,-0.0048,0.0002,-0.0117,0,-0.0048
20090521,-0.0168,-0.0012,0.0038,0,-0.0168
20090522,-0.0015,-0.0035,-0.006,0,-0.0015
20090526,0.0278,0.0155,0.0066,0,0.0278
20090527,-0.018,0.0024,-0.0125,0,-0.018
20090528,0.0135,-0.0139,0.0053,0,0.0135
20090529,0.0138,0.0054,-0.0017,0,0.0138
20090601,0.0272,0.0162,-0.008,0,0.0272
20090602,0.0029,0.0085,-0.002,0,0.0029
20090603,-0.0139,0.0082,-0.0082,0,-0.0139
20090604,0.0118,0.0012,0.0124,0,0.0118
20090605,-0.0019,0.0016,-0.0061,0,-0.0019
20090608,-0.002,-0.01,0.006,0,-0.002
20090609,0.0049,0.0034,-0.0024,0,0.0049
20090610,-0.0035,-0.0034,-0.0046,0,-0.0035
20090611,0.0063,-0.0024,0.0035,0,0.0063
20090612,0.0003,-0.0016,-0.0003,0,0.0003
20090615,-0.0238,-0.0029,-0.0037,0,-0.0238
20090616,-0.0133,-0.0008,-0.0032,0,-0.0133
20090617,-0.0008,0.0099,-0.0102,0,-0.0008
20090618,0.0074,-0.0067,0.0041,0,0.0074
20090619,0.0035,0.0027,0.0017,0,0.0035
20090622,-0.0307,-0.0034,-0.0082,0,-0.0307
20090623,0.0008,-0.0113,0.0018,0,0.0008
20090624,0.0078,0.0024,-0.0015,0,0.0078
20090625,0.0219,0.0079,0.0001,0,0.0219
20090626,0.0004,0.0156,0.0015,0,0.0004
20090629,0.0082,-0.0109,0.0036,0,0.0082
20090630,-0.0074,0.0025,-0.002,0,-0.0074
20090701,0.0054,0.015,0.0019,0.00001,0.00541
20090702,-0.0289,-0.0065,-0.0109,0.00001,-0.02889
20090706,-0.0003,-0.0089,-0.0097,0.00001,-0.00029
20090707,-0.0193,0,-0.0014,0.00001,-0.01929
20090708,-0.002,-0.0059,-0.0111,0.00001,-0.00199
20090709,0.0035,-0.006,0.0125,0.00001,0.00351
20090710,-0.0035,0.0093,-0.0054,0.00001,-0.00349
20090713,0.0243,-0.0065,0.018,0.00001,0.02431
20090714,0.0059,0.0029,0.0062,0.00001,0.00591
20090715,0.0298,0.0054,0.0135,0.00001,0.02981
20090716,0.0094,0.0048,-0.0016,0.00001,0.00941
20090717,-0.0005,-0.0023,-0.0011,0.00001,-0.00049
20090720,0.0119,0.0032,0.0034,0.00001,0.01191
20090721,0.0031,-0.0053,-0.0084,0.00001,0.00311
20090722,0.0008,0.0058,0.0039,0.00001,0.00081
20090723,0.0237,0.0061,0.0102,0.00001,0.02371
20090724,0.0038,0.0032,0.0009,0.00001,0.00381
20090727,0.003,0.0011,0.01,0.00001,0.00301
20090728,-0.002,0.0026,-0.0029,0.00001,-0.00199
20090729,-0.0046,-0.0012,-0.0082,0.00001,-0.00459
20090730,0.0124,0.0028,0.0144,0.00001,0.01241
20090731,0.0005,-0.0022,0.0123,0.00001,0.00051
20090803,0.0163,0.0005,0.0165,0.00001,0.01631
20090804,0.0032,0.004,0.008,0.00001,0.00321
20090805,-0.003,-0.0113,0.0173,0.00001,-0.00299
20090806,-0.0062,-0.0101,0.0007,0.00001,-0.00619
20090807,0.0144,0.0097,0.012,0.00001,0.01441
20090810,-0.0032,0.0049,0.0032,0.00001,-0.00319
20090811,-0.0125,-0.0005,-0.012,0.00001,-0.01249
20090812,0.0121,0.0045,0.0049,0.00001,0.01211
20090813,0.0073,-0.0034,0.0108,0.00001,0.00731
20090814,-0.0097,-0.0124,-0.0025,0.00001,-0.00969
20090817,-0.0246,-0.001,-0.0166,0.00001,-0.02459
20090818,0.0111,0.0042,0.0122,0.00001,0.01111
20090819,0.0072,0.0045,-0.0042,0.00001,0.00721
20090820,0.01,-0.0006,0.0082,0.00001,0.01001
20090821,0.0183,0.0038,0.0068,0.00001,0.01831
20090824,-0.0009,0.0006,-0.0032,0.00001,-0.00089
20090825,0.0027,0.0017,0.0069,0.00001,0.00271
20090826,-0.0001,0.0015,0.0009,0.00001,-0.00009
20090827,0.0021,-0.0014,0.0054,0.00001,0.00211
20090828,-0.0019,-0.004,0.0055,0.00001,-0.00189
20090831,-0.0086,-0.0046,-0.0062,0.00001,-0.00859
20090901,-0.0215,0.0012,-0.0206,0,-0.0215
20090902,-0.0028,0.0011,-0.0068,0,-0.0028
20090903,0.0093,0.0001,0.0111,0,0.0093
20090904,0.0131,0.0023,0.0026,0,0.0131
20090908,0.0088,0.0019,0.0006,0,0.0088
20090909,0.009,0.0081,0.007,0,0.009
20090910,0.0108,0.0046,0.0092,0,0.0108
20090911,-0.001,0.0013,-0.0008,0,-0.001
20090914,0.0065,0.0006,0.0064,0,0.0065
20090915,0.0044,0.0056,0.0055,0,0.0044
20090916,0.0155,0.0038,0.013,0,0.0155
20090917,-0.003,-0.0003,-0.0027,0,-0.003
20090918,0.0023,0.0013,-0.0017,0,0.0023
20090921,-0.0027,-0.0016,-0.0064,0,-0.0027
20090922,0.0066,-0.0008,0.0149,0,0.0066
20090923,-0.01,0.0014,-0.0091,0,-0.01
20090924,-0.0107,-0.0061,-0.0133,0,-0.0107
20090925,-0.0064,0.0019,-0.0052,0,-0.0064
20090928,0.0179,0.0035,0.011,0,0.0179
20090929,-0.0012,-0.0005,0.0037,0,-0.0012
20090930,-0.004,-0.0057,-0.0063,0,-0.004
20091001,-0.0263,-0.0059,-0.0138,0,-0.0263
20091002,-0.0049,-0.003,-0.0013,0,-0.0049
20091005,0.0154,0.0005,0.0181,0,0.0154
20091006,0.0142,0.0054,0.0024,0,0.0142
20091007,0.0028,-0.0038,0.0058,0,0.0028
20091008,0.0082,0.0026,0.0038,0,0.0082
20091009,0.0059,0.0061,-0.0022,0,0.0059
20091012,0.0036,-0.0053,0.0032,0,0.0036
20091013,-0.0022,0.0012,-0.0016,0,-0.0022
20091014,0.0173,0.0003,0.0117,0,0.0173
20091015,0.0035,-0.0023,-0.0046,0,0.0035
20091016,-0.0082,0.0002,-0.0125,0,-0.0082
20091019,0.0092,0.0006,0.0001,0,0.0092
20091020,-0.0069,-0.0074,-0.0055,0,-0.0069
20091021,-0.009,-0.0007,-0.0056,0,-0.009
20091022,0.0105,0.0004,0.0064,0,0.0105
20091023,-0.0123,-0.0081,-0.0102,0,-0.0123
20091026,-0.012,0.0002,-0.0135,0,-0.012
20091027,-0.0051,-0.0062,-0.0061,0,-0.0051
20091028,-0.0216,-0.0147,-0.0135,0,-0.0216
20091029,0.022,-0.0028,0.0167,0,0.022
20091030,-0.028,-0.0006,-0.0192,0,-0.028
20091102,0.0054,-0.008,-0.0032,0,0.0054
20091103,0.0046,0.0103,0.0074,0,0.0046
20091104,0.0003,-0.0103,-0.0051,0,0.0003
20091105,0.0207,0.0117,0.0065,0,0.0207
20091106,0.0024,-0.0025,-0.0049,0,0.0024
20091109,0.0217,-0.0043,0.0136,0,0.0217
20091110,-0.0005,-0.0081,-0.0007,0,-0.0005
20091111,0.0052,0.0032,0.0032,0,0.0052
20091112,-0.0112,-0.0088,-0.0076,0,-0.0112
20091113,0.0061,0.0035,-0.0005,0,0.0061
20091116,0.0154,0.0131,0.0015,0,0.0154
20091117,0.0014,-0.0021,-0.0006,0,0.0014
20091118,-0.0013,-0.0047,0.0044,0,-0.0013
20091119,-0.0139,-0.0077,-0.006,0,-0.0139
20091120,-0.0033,0.0022,-0.0044,0,-0.0033
20091123,0.013,0.0041,-0.001,0,0.013
20091124,-0.0009,-0.001,-0.0047,0,-0.0009
20091125,0.0047,-0.0043,0.0011,0,0.0047
20091127,-0.0174,-0.0054,-0.008,0,-0.0174
20091130,0.0028,-0.0038,0.0074,0,0.0028
20091201,0.0128,0.0062,-0.003,0,0.0128
20091202,0.0018,0.0104,-0.0035,0,0.0018
20091203,-0.0086,-0.0027,-0.0031,0,-0.0086
20091204,0.007,0.0156,0.0077,0,0.007
20091207,-0.0015,0.0053,-0.0027,0,-0.0015
20091208,-0.0097,0.0006,-0.0013,0,-0.0097
20091209,0.0032,-0.0019,-0.0002,0,0.0032
20091210,0.005,-0.0097,-0.001,0,0.005
20091211,0.0043,0.0027,0.0049,0,0.0043
20091214,0.008,0.0064,0.0032,0,0.008
20091215,-0.0048,0.0028,-0.0061,0,-0.0048
20091216,0.0019,0.0042,0.0071,0,0.0019
20091217,-0.0118,0.0023,-0.0035,0,-0.0118
20091218,0.0068,0.0024,0.0019,0,0.0068
20091221,0.0103,0.0015,0.0031,0,0.0103
20091222,0.0043,0.0058,-0.0011,0,0.0043
20091223,0.0036,0.0091,-0.004,0,0.0036
20091224,0.0051,-0.0009,0.0019,0,0.0051
20091228,0.0008,-0.001,-0.0029,0,0.0008
20091229,-0.0009,0.0011,-0.0008,0,-0.0009
20091230,0,-0.0005,-0.001,0,0
20091231,-0.0099,-0.0021,0.0039,0,-0.0099
20100104,0.0169,0.0061,0.0113,0,0.0169
20100105,0.0031,-0.0064,0.0124,0,0.0031
20100106,0.0013,-0.0022,0.0057,0,0.0013
20100107,0.004,0.0009,0.0098,0,0.004
20100108,0.0033,0.0037,0.0001,0,0.0033
20100111,0.0013,-0.0013,-0.0025,0,0.0013
20100112,-0.01,-0.0017,-0.0128,0,-0.01
20100113,0.0085,0.0027,0.0033,0,0.0085
20100114,0.0024,0.0028,0.0008,0,0.0024
20100115,-0.0112,-0.0012,-0.0039,0,-0.0112
20100119,0.0126,0.0046,-0.0021,0,0.0126
20100120,-0.0098,-0.006,0.0024,0,-0.0098
20100121,-0.0174,0.0041,-0.0112,0,-0.0174
20100122,-0.0214,0.0062,-0.0089,0,-0.0214
20100125,0.0037,-0.0021,0.0033,0,0.0037
20100126,-0.0045,-0.001,-0.0048,0,-0.0045
20100127,0.0053,0.0023,0.0022,0,0.0053
20100128,-0.0118,-0.0068,0.0043,0,-0.0118
20100129,-0.0097,-0.0004,-0.0042,0,-0.0097
20100201,0.0139,-0.0021,0.0088,0,0.0139
20100202,0.0121,-0.004,0.0064,0,0.0121
20100203,-0.0049,0.0006,-0.0037,0,-0.0049
20100204,-0.0314,-0.0013,-0.0117,0,-0.0314
20100205,0.0029,-0.0002,0.0001,0,0.0029
20100208,-0.0079,0.0005,-0.0036,0,-0.0079
20100209,0.0133,0.0032,0.0057,0,0.0133
20100210,-0.0017,0.0026,0.0031,0,-0.0017
20100211,0.0113,0.0073,0.0005,0,0.0113
20100212,-0.0007,0.0099,0.0015,0,-0.0007
20100216,0.0175,-0.0031,0.0101,0,0.0175
20100217,0.0049,0.0009,0.0012,0,0.0049
20100218,0.0062,0.0009,0.0001,0,0.0062
20100219,0.0028,0.0006,0.0048,0,0.0028
20100222,-0.0005,-0.0005,0.006,0,-0.0005
20100223,-0.0124,0.0032,-0.0094,0,-0.0124
20100224,0.0094,-0.0037,0.0054,0,0.0094
20100225,-0.0013,0.0022,0.0026,0,-0.0013
20100226,0.0013,-0.0057,0.0042,0,0.0013
20100301,0.012,0.0123,0.0004,0,0.012
20100302,0.0032,0.0062,0.0019,0,0.0032
20100303,0.0009,0.0016,0.0009,0,0.0009
20100304,0.0037,0.0011,0.002,0,0.0037
20100305,0.0143,0.0041,0.0063,0,0.0143
20100308,0.0002,0.0009,0.003,0,0.0002
20100309,0.0021,0.0025,-0.0009,0,0.0021
20100310,0.0053,0.0007,0.0071,0,0.0053
20100311,0.0043,-0.0008,-0.0009,0,0.0043
20100312,-0.0002,0.0003,-0.0026,0,-0.0002
20100315,-0.0002,-0.0032,-0.0045,0,-0.0002
20100316,0.0078,-0.0015,0.0057,0,0.0078
20100317,0.0057,0.0006,0.0036,0,0.0057
20100318,-0.001,-0.0016,-0.0057,0,-0.001
20100319,-0.0062,-0.0061,-0.0063,0,-0.0062
20100322,0.0067,0.0087,0.0004,0,0.0067
20100323,0.008,0.0034,0.0034,0,0.008
20100324,-0.006,-0.0063,0.008,0,-0.006
20100325,-0.0026,-0.0046,-0.0025,0,-0.0026
20100326,0.0006,-0.0011,0.0026,0,0.0006
20100329,0.0059,-0.001,0.002,0,0.0059
20100330,0.0004,0.0029,-0.0045,0,0.0004
20100331,-0.0036,-0.0051,0.002,0,-0.0036
20100401,0.0075,-0.0004,0.0079,0.00001,0.00751
20100405,0.0095,0.0104,0.0085,0.00001,0.00951
20100406,0.0019,0.0024,0.0048,0.00001,0.00191
20100407,-0.0048,0.0019,0.0027,0.00001,-0.00479
20100408,0.0031,-0.003,0.0036,0.00001,0.00311
20100409,0.0066,-0.0014,0.0015,0.00001,0.00661
20100412,0.0023,0.0027,0.0007,0.00001,0.00231
20100413,0.0007,0.0016,-0.0007,0.00001,0.00071
20100414,0.0124,0.0087,0.0143,0.00001,0.01241
20100415,0.0011,0.0059,-0.0004,0.00001,0.00111
20100416,-0.0153,0.0084,-0.0188,0.00001,-0.01529
20100419,0.0028,-0.0087,-0.0004,0.00001,0.00281
20100420,0.0088,0.0065,0.0058,0.00001,0.00881
20100421,-0.0006,0.0072,0.0018,0.00001,-0.00059
20100422,0.0037,0.008,0.0054,0.00001,0.00371
20100423,0.007,0.0033,0.0059,0.00001,0.00701
20100426,-0.0043,0.0049,-0.004,0.00001,-0.00429
20100427,-0.0234,0.0012,-0.0135,0.00001,-0.02339
20100428,0.0056,-0.0074,0.007,0.00001,0.00561
20100429,0.0134,0.0043,0.0056,0.00001,0.01341
